video_id,author,comment,like,date,topic
JTEhv7JCRF0,@pedrosa08w,Pak mau tanya. Curacron apa bisa buat ngobatin daun kriting,0,2025-12-09T15:42:47Z,pengendalian hama
JTEhv7JCRF0,@yusranagus6293,"Ijin nanya pak de.
Apakah Avidor bisa dicampur pegasus.",0,2025-12-09T15:11:37Z,pengendalian hama
JTEhv7JCRF0,@YahyaSaantosa-z6i,Tolong contoh gambar penyakit ditanamannya ditampilkan pak,0,2025-12-06T22:54:44Z,pengendalian hama
JTEhv7JCRF0,@mastemon2310,Sangat bermanfaat sekali buat saya yg masih pemula ini..terimakasih banyak pak atas ilmunya,0,2025-12-06T12:23:10Z,pengendalian hama
JTEhv7JCRF0,@elahfggfd-1e,"Salam Pak,apa yang menjadi pertanyaan bagi para petani cabai pemula selama ini,ada jawabannya disini......Nah yang tidak kalah pentingnya dalam budidaya tanaman cabai adalah masalah persiapan media tanam atau teknik pengolahan tanah.Media tanam yang baik adalah PH nya harus netral,agar tanaman bisa tumbuh dengan baik.Kalau PH tanah tidak netral,maka tanaman akan sulit tumbuh dengan sempurna.",0,2025-12-06T00:48:41Z,pengendalian hama
JTEhv7JCRF0,@elahfggfd-1e,"Salam Pak,apa yang disampaikan adalah masalah2 yang sering dialami para petani cabai,Ini sangat membantu.menjadi pembelajaran buat kita semua,khususnya petani cabai.",0,2025-12-06T00:17:05Z,pengendalian hama
JTEhv7JCRF0,@elahfggfd-1e,"Salam Pak Dosen,sangat bagus penyampaian materi tentang pengendalian tanaman cabai,sangat mudah dipahami.Lanjut terus Pak.",0,2025-12-05T23:59:34Z,pengendalian hama
JTEhv7JCRF0,@YuliAnti-jh2oh,"Assalamu'alaikum,,,Pa penyakit patek itu seperti apa, bisa di sebutkan ?",0,2025-12-04T16:01:53Z,pengendalian hama
JTEhv7JCRF0,@AnangHeman,Pak haji klw pase pegetatip langsung pake endur ga kras ma ap aku pmula kasi solusi nya🙏🙏,0,2025-12-04T08:31:26Z,pengendalian hama
JTEhv7JCRF0,@gianlansart6466,"Terima kasih pak, semoga sukses",0,2025-12-04T05:40:25Z,pengendalian hama
JTEhv7JCRF0,@Bestplane,Fungisida golongan azol contohnya score tidak di sarankan pada masa vegetatif pak... Karna bisa menghambat pertumbuhan,0,2025-12-02T01:38:17Z,pengendalian hama
JTEhv7JCRF0,@Gunawan-yi8zf,Makasih pak ilmu nya,0,2025-11-28T05:54:32Z,pengendalian hama
JTEhv7JCRF0,@ruswaneffendi3468,"Saran sy dicoba pertanian ramah lingkungan yg tdk dicemari oleh pestisida dan fungisida kimia karena  secara langsung tanaman dan buah yg dihasilkan sdh tercemar tdk baik utk kesehatan. Tks,🙏",0,2025-11-27T08:15:28Z,pengendalian hama
JTEhv7JCRF0,@acepbendrong,"Izin bertanya pa, 
Fungisida merk dagang apa yang cocok dicampur dengan Démolish dan Avidor? Untuk skala rumahan pa, mohon pencerhannya🙏",0,2025-11-26T03:47:40Z,pengendalian hama
JTEhv7JCRF0,@SantosoFebrianto,Bagus sekali...bermanfaat...tksh bapak...sangat sangat bermanfaat..tksh,0,2025-11-23T04:14:02Z,pengendalian hama
JTEhv7JCRF0,@delondamar,Kang watu itu perh nonton saya kang imi. Itu ciomas nya di mana ya,0,2025-11-20T12:40:39Z,pengendalian hama
JTEhv7JCRF0,@kasmatsetia785,Semoga sehat selalu pak terima kasih dapat ilmunya,0,2025-11-18T17:24:57Z,pengendalian hama
JTEhv7JCRF0,@iswandirhy,semoga bermanfaat,0,2025-11-18T05:42:46Z,pengendalian hama
JTEhv7JCRF0,@khoirulmustaqim4131,"Obat dibfase vegetatif di gunakan di fase generatif ada efek sampingnya gak pak?
Soalnya daun keriting d fase generatif tapi saya semprot dg obat2 di fase vegetatif",0,2025-11-16T02:42:26Z,pengendalian hama
JTEhv7JCRF0,@ImronKurniawan-k3j4y,Pak untuk tnaman 1000 batang minimal beli obat cairnya yg berapa mili soalnya kan harus banyak jenis jdi ga mungkin habis semua,0,2025-11-14T14:57:00Z,pengendalian hama
JTEhv7JCRF0,@HolisatulAqyun,Sy mau tanya pungisida sama insektisida dan nutrisi apa bisa dicampur semua,0,2025-11-14T06:44:20Z,pengendalian hama
JTEhv7JCRF0,@Yani-n3x2o,Maap pemakayan y habis pengocoran jeda berapah hari kalau mau penyeprean.,0,2025-11-13T15:26:17Z,pengendalian hama
JTEhv7JCRF0,@bambangsupriyadichanel4139,Terima kasih bapak ilmunya semoga panjang umur 🙏,0,2025-11-13T07:17:51Z,pengendalian hama
JTEhv7JCRF0,@arinbotak,jos lnjutkn pk mnfaat buat petani cabe,0,2025-11-11T17:12:02Z,pengendalian hama
JTEhv7JCRF0,@WiliamKasenda-g5z,Saya 4 tahun kerja di Krakatau steel port cigading. Sekarang sudah pulkam jadi petani cabe di Manado sulut... 😊❤ saya ketemu canel bapak makin ulet saya kerja... Dan saya mengaplikasikan setiap penyampaian bapak 80 persen berhasil... 😊😊😊,0,2025-11-11T05:01:23Z,pengendalian hama
JTEhv7JCRF0,@lutfiadjaa1775,Apakah insek n funginya bisa dimix pak?disemprot dlm 1 waktu?,0,2025-11-09T09:38:06Z,pengendalian hama
JTEhv7JCRF0,@RaniAnjany-y3w,Klaw npk dn urea d cmpur apakah sama dosis nyA,0,2025-11-07T04:18:28Z,pengendalian hama
JTEhv7JCRF0,@ImronKurniawan-k3j4y,Gandasil daun bagusnya diminggu brapa pak dcampur fungi+insek boleh ga,0,2025-11-06T15:17:06Z,pengendalian hama
JTEhv7JCRF0,@betysuryani9585,Hst brapa bisa dapklikasikan pak...kan hst 7 pemupukan,0,2025-11-04T15:49:44Z,pengendalian hama
JTEhv7JCRF0,@betysuryani9585,Hst berapa pak..soalnya kan dihst 7 waktunya pemupukan.  Kalo hst 6 dan selanjutnya bagaimana,0,2025-11-04T15:15:00Z,pengendalian hama
JTEhv7JCRF0,@Xiaomi-co7ld,Cabai saya rontok buh,0,2025-11-03T17:03:39Z,pengendalian hama
JTEhv7JCRF0,@betysuryani9585,Untuk aplikasi kok ga djelasakan pak berapa dosisinya perliter,0,2025-11-02T14:23:21Z,pengendalian hama
JTEhv7JCRF0,@MoksinAtawolo-q7y,Pa kenapa cabe terlihat kekuningan Kuningan kalau di lihat sama mirip dgn tanaman jagung yg terkena penyakit bule bgi mna cara mengatasi nya,0,2025-10-27T05:19:38Z,pengendalian hama
JTEhv7JCRF0,@mismobaiksekali.bernyanyid3299,Trmksh,0,2025-10-27T04:58:01Z,pengendalian hama
JTEhv7JCRF0,@abdulhapidhapid1827,Assalamualaikum BP bagai mana dengan obat dan pupuk dari organik bisa engga BP menjelaskan fungsi yg sebenarnya bagus apa tidak buat tanaman dan bagai mana cara pembuatannya,0,2025-10-24T15:13:21Z,pengendalian hama
JTEhv7JCRF0,@DaudJusupCapah,Assalamualaikum pak... Cabe rawit saya over dosis pupuk.daunnya lebar  semua.dan pucuk mulai terlihat kaku. Masa vegetatif. Mohon solusinya pak. Trimksh.wadslm,0,2025-10-24T03:15:04Z,pengendalian hama
JTEhv7JCRF0,@ZuhriHalomoannasution,Trimakasih ilmunya pak,0,2025-10-23T18:32:04Z,pengendalian hama
JTEhv7JCRF0,@kenzominggu,Salam dr ntt bang,0,2025-10-23T16:07:41Z,pengendalian hama
JTEhv7JCRF0,@JaliJali-js1xx,Terimakasih bosqu...semoga sehat selalu.dan bisa memberi pengalaman bgi petani,0,2025-10-22T14:38:18Z,pengendalian hama
JTEhv7JCRF0,@antonmaulana-g3t,untuk kutu2an musim hujan apa berkurang pak haji,0,2025-10-19T08:37:47Z,pengendalian hama
JTEhv7JCRF0,@rahzasapsatoh532,Pa  apakah dithane dan curacron  bisa di campur untung pengaplikasian nya,0,2025-10-18T16:11:03Z,pengendalian hama
JTEhv7JCRF0,@Pardikin123,"Terimakasih bimbingannya ,Berkah Aamiin.",0,2025-10-18T12:08:14Z,pengendalian hama
JTEhv7JCRF0,@Sumiati-k9s,Nomor. Telp please,0,2025-10-18T04:21:46Z,pengendalian hama
JTEhv7JCRF0,@Sumiati-k9s,❤❤❤❤❤❤❤❤,0,2025-10-18T04:21:07Z,pengendalian hama
JTEhv7JCRF0,@bolangsarungan,"Terimakasih pak ilmunya, sangat bermanfaat sekali, salam sukses selalu",0,2025-10-17T05:49:46Z,pengendalian hama
JTEhv7JCRF0,@AzizAziz-o7m9q,Barakallah pakde,2,2025-10-16T13:33:16Z,pengendalian hama
JTEhv7JCRF0,@EliaKiding,"Mantap pak, saya baru paham Terima kasih",0,2025-10-15T10:48:12Z,pengendalian hama
JTEhv7JCRF0,@ceritadisma,Izin bertanya pak. Apakah di fase generatif siklus penanganan dan obatan penanganan insec dan fungi .asih sam,0,2025-10-14T14:21:49Z,pengendalian hama
JTEhv7JCRF0,@Pardikin123,"Terimakasih atas bimbingan Bapak , Berkah Aamiiin.",0,2025-10-14T13:03:29Z,pengendalian hama
JTEhv7JCRF0,@trijayabarokah3226,"Serasa kuliah zoom,...sehat selalu pak",0,2025-10-14T03:41:17Z,pengendalian hama
JTEhv7JCRF0,@AgungMiftada,Jenis bibit cabe yang cocok di tanam di polybag jenis cabe apa pak? Terima kasih,0,2025-10-14T01:59:51Z,pengendalian hama
JTEhv7JCRF0,@ALIMUSTAWA-u1s,"Pak insektisida Destan, pupuk mkp sama  fungisida dhitan apakah bisa di campur pak?",0,2025-10-13T05:52:27Z,pengendalian hama
JTEhv7JCRF0,@h3ndr118,"Untuk penyiraman apakah setiap hari? Atau jarak setelah pengecoran,",0,2025-10-12T15:41:35Z,pengendalian hama
JTEhv7JCRF0,@scootervespa360,"Ijin bertanya pak , apa boleh pengocoran dan penyemprotan berbarengan pak",0,2025-10-10T16:14:48Z,pengendalian hama
JTEhv7JCRF0,@NaufaKamila,Antrocol itu buat ap pak,0,2025-10-10T16:07:26Z,pengendalian hama
JTEhv7JCRF0,@NaufaKamila,D hst brp itu penyemprotan itu kak,0,2025-10-10T16:04:25Z,pengendalian hama
JTEhv7JCRF0,@MasneliLubis,Salam sehat juga pak,0,2025-10-10T09:02:17Z,pengendalian hama
JTEhv7JCRF0,@fathurrohman1692,Smoga sukses slalu pk,0,2025-10-09T10:18:24Z,pengendalian hama
JTEhv7JCRF0,@WaBokir,Pak pengendalian hama atau pencegahan hama cabe dengan tomat itu sama pak?,0,2025-10-09T10:10:04Z,pengendalian hama
JTEhv7JCRF0,@acepbendrong,"Izin bertanya pa
Rekomendasi insektisida untuk semut, spray pakai apa ya pa?",0,2025-10-09T01:10:12Z,pengendalian hama
JTEhv7JCRF0,@ALIMUSTAWA-u1s,"Pak untuk lalat buah, pakai destan bagus kah pak?",0,2025-10-08T14:30:08Z,pengendalian hama
JTEhv7JCRF0,@herlianeng-qv3cp,Untuk antracolnya gimana pak? Cara pemakaiannya,0,2025-10-05T03:32:10Z,pengendalian hama
JTEhv7JCRF0,@ngatinitini-ln3fn,"Top markotop tabarrakallah,semoga bpk sehat panjang umur",0,2025-10-03T10:31:10Z,pengendalian hama
JTEhv7JCRF0,@ngatinitini-ln3fn,Barrokallah,0,2025-10-03T09:42:36Z,pengendalian hama
JTEhv7JCRF0,@RidwanOficial-v9m,Maaf pak de. Kalau Minggu 1. Curacon. Minggu ke 2.avidor. Minggu ke 3.abacel.. itu gmna pakde.. tanpa d campur2 kira2 bagus gak. Trus Minggu ke 4 pake grentonik,0,2025-10-01T13:35:32Z,pengendalian hama
JTEhv7JCRF0,@AluhRahma,Terima kasih ya pak atas ilmux,0,2025-10-01T09:50:16Z,pengendalian hama
JTEhv7JCRF0,@balijalanjalan-k7d,"ingin belajar nanam cabe pak dan melon, tks ilmunya",0,2025-10-01T06:47:39Z,pengendalian hama
JTEhv7JCRF0,@NanaSuryana-dh1zf,alhamdulilah pak saya bisa sekolah geratis ilmu ber cara merawat tanaman hususnya  di tanaman cabe semoga bapak sehat selalu dan di murahkan  rizkinya amin dan saya harap terus di terus di ulang ulang biar makin paham,0,2025-09-30T15:03:58Z,pengendalian hama
JTEhv7JCRF0,@umarbuang3443,"Mantap pak penjelasannya ,trimakasih ilmunya",0,2025-09-30T14:28:18Z,pengendalian hama
JTEhv7JCRF0,@andarsamiki3973,Terimakasih penjelasannya pak,0,2025-09-29T05:26:25Z,pengendalian hama
JTEhv7JCRF0,@SolihinEfendi-g1k7g,Saya merasa mengulang matakuliah di politeknik universitas lampung maju terus abah,0,2025-09-29T02:45:46Z,pengendalian hama
JTEhv7JCRF0,@SolihinEfendi-g1k7g,Kayaknya orang lampung bapak ini,0,2025-09-29T02:42:00Z,pengendalian hama
JTEhv7JCRF0,@UmarBinkhotob-z1t,Rekomendasi rolingan abamectin pake bahan aktip apa pak,0,2025-09-28T13:01:28Z,pengendalian hama
JTEhv7JCRF0,@nuraidah5383,"Maaf bapak mau tanya nih,untuk pengendalian hama pengaplikasiannya apakah bersamaan dg waktu pemupukan atau ada jedah hari .",0,2025-09-28T05:33:08Z,pengendalian hama
JTEhv7JCRF0,@ALIMUSTAWA-u1s,Pak fungisida score efeksampingnya  apa penghambat pertumbuhan atau tidak pak?,0,2025-09-27T13:07:53Z,pengendalian hama
JTEhv7JCRF0,@RonalOnal-hk4hg,"Bapa. Yth, apakah insek dan pungi bisa di campur
❤",0,2025-09-26T16:20:51Z,pengendalian hama
JTEhv7JCRF0,@mukhidinmukhidin-lr7we,Thank's you pak atas infonya,0,2025-09-25T21:54:23Z,pengendalian hama
JTEhv7JCRF0,@BuRubingah-y7x,Kalau pakek pestisida nabati terus pakek fungsida aplikasinya bagaimana pak? Minggu pertama fungsida Minggu ke 2 pestisida nabati ?,0,2025-09-24T23:46:54Z,pengendalian hama
JTEhv7JCRF0,@JoySangari,"Saya dari manado, Terima kasih pak, infonya sangat membantu sekali para petani termasuk saya, sukses selalu pak dan selalu dlm lindungan Tuhan, Amin🙏🙏",0,2025-09-24T11:35:17Z,pengendalian hama
JTEhv7JCRF0,@atinrostini7926,Berapa jarak antar polybag?,0,2025-09-24T08:38:48Z,pengendalian hama
JTEhv7JCRF0,@atinrostini7926,"Bismillah, saya pemula sekali, baru mau mencoba nanam, trimakasih ilmunya, insyaallah di coba",0,2025-09-24T08:37:32Z,pengendalian hama
JTEhv7JCRF0,@ReniJulianti-f1t,Untuk pengaplikasian fungisida dan insektisida nya di campur atau di semprot sendiri-sendiri dengan jeda waktu tertentu??,0,2025-09-23T12:55:41Z,pengendalian hama
JTEhv7JCRF0,@WaBokir,Pak apakah ada group whatssap untuk memudahkan buat bertanya,0,2025-09-22T03:07:33Z,pengendalian hama
JTEhv7JCRF0,@IrhamRizki-m7e,"Bismillah, belajar pertanian dari video ini",1,2025-09-22T01:50:15Z,pengendalian hama
JTEhv7JCRF0,@qqyyunmuhammad7342,Tadi belum di jelaskan....sepesifiknya ketika pindah tanam 'tanaman di makan jangkrik dan rebah ...apa langsung menggunakan pada minggu pertama?,0,2025-09-21T00:12:57Z,pengendalian hama
JTEhv7JCRF0,@muttaqin6577,Hormat angkat kedua tangan P.dhe. lagi2 saya apresiasi 20 bintang,0,2025-09-20T15:02:42Z,pengendalian hama
JTEhv7JCRF0,@AbiPranata,Apakah bisa pemupukan dan di lanjut dgn pengobatan hama secara ber samaan?,0,2025-09-20T14:49:30Z,pengendalian hama
JTEhv7JCRF0,@jgslstocktrader3256,"Saya senang dg ada YOUTUBE sangat mendidik umat manusia hal hal dulu harus sekolah...sekarang lebih mudah mendapat ILMU ILMU pertanian, pertenakan, masakan, pengobatan, saham, forex, keuangan, perumahan arsitek, hartakarya dll..nonton channel Bapak seperti KULIAH PERTANIAN.👍🤣🤣",0,2025-09-19T12:28:49Z,pengendalian hama
JTEhv7JCRF0,@Rindudalamsajak,"Tanya pak, yang dimaksud dari Lakukan penyemprotan 1 fungisida 1 insektisida pada setiap fase penyemprotan, apakah dalam 1 tangki itu fungisida dan insektisida harus dicampur ?",0,2025-09-18T14:42:28Z,pengendalian hama
JTEhv7JCRF0,@sarkowicendolchannel6023,"Chanel yg bikin Bahagia.. 
Semoga bapak Sll Sehat ,Hidup Bahagia dan Panjang Umur ..Aammin YRA",0,2025-09-18T07:37:45Z,pengendalian hama
JTEhv7JCRF0,@khumaidikhumaidi6678,Terimakasih bpk semoga bermanfaat buat saya,0,2025-09-18T00:35:34Z,pengendalian hama
JTEhv7JCRF0,@jaelani2241,terimakasih yo pak ilmunya,0,2025-09-17T15:15:40Z,pengendalian hama
JTEhv7JCRF0,@UrwatulWardah,"Pak, kalo menggunakan fungi atau insek yang sudah kadaluarsa masih aman gak pak",0,2025-09-17T14:23:26Z,pengendalian hama
JTEhv7JCRF0,@IkaIklas,Makasih ilmunya mbak,0,2025-09-17T06:24:13Z,pengendalian hama
JTEhv7JCRF0,@Awi-g6u,Mantep kembangka pak biar tau masarakat indonesi masarakat kecil biartau🙏🙏🙏,0,2025-09-17T03:00:18Z,pengendalian hama
JTEhv7JCRF0,@GusmanGusman-i6o,As...pakde bisakah pupuk calsium calha di campur dengn pungisida pakde,0,2025-09-16T16:18:46Z,pengendalian hama
JTEhv7JCRF0,@Ida-u3o3o,terimakasih banyak bapa ilmunya sangat bermanfaat 🙏,0,2025-09-15T14:32:16Z,pengendalian hama
JTEhv7JCRF0,@tocilamart,"Terima kasih ilmunya pak, semoga kelak jadi amal jariyah bapak dan chanel you tube nya banyak adsense nya,,",0,2025-09-15T10:33:46Z,pengendalian hama
JTEhv7JCRF0,@HarmainiAjaa,Terimakasih kasih pak ilmunya,0,2025-09-15T02:07:35Z,pengendalian hama
JTEhv7JCRF0,@Rudiaman-n4w,Pak prop bagaimana cara mrngatasi penyakit kering pada cabe,0,2025-09-12T10:35:02Z,pengendalian hama
JTEhv7JCRF0,@M4Cell2,"Asalamualaikum, untuk mengatasi cmk kerdil bagai mana cara nya.",0,2025-09-12T03:08:46Z,pengendalian hama
JTEhv7JCRF0,@erwintriwindardi5486,"Mau tanya pak, kalau untuk dosis campuran abamektin dan akarisida berapa pak? Dan kalau campur demolish dan samite itu ec sama ec, aman pak?",0,2025-09-10T23:44:38Z,pengendalian hama
JTEhv7JCRF0,@davidsitumorang4372,"Selamat siang pak, 
Mohon petunjuk pak, untuk cabe rawit usia 3 Minggu Hst,
Daunnya banyak dimakan ulat.

Kira2 apa obat nya ya pak?
🙏🙏",0,2025-09-10T05:40:40Z,pengendalian hama
JTEhv7JCRF0,@shijacozz244,Kalau Untuk Tomat Bisa di aplikasikan Seperti Ini pak?,0,2025-09-09T21:17:22Z,pengendalian hama
JTEhv7JCRF0,@Zahra-v7v9j,"Krna sya tdak trlalu paham tentang cabe ni pak.
 Sya nanam cabe merah .sma ORI .",0,2025-09-09T10:42:00Z,pengendalian hama
JTEhv7JCRF0,@Zahra-v7v9j,"Assalamualaikum.
Salam dari aceh tengah Takengon pak.
Bisa ke saya minta nmor WA@ 
  .",0,2025-09-09T10:41:19Z,pengendalian hama
JTEhv7JCRF0,@SyahiraGeporcell,"Assalamuallaikum.
Salam kenal petani negeri dari gunung prau jawa tengah",0,2025-09-09T01:00:57Z,pengendalian hama
JTEhv7JCRF0,@BrBrahmana-r9l,Trima kasi saran nya pak!.,0,2025-09-08T17:57:42Z,pengendalian hama
JTEhv7JCRF0,@DididDavidson,Terima kasih pak ilmu nya 🙏,0,2025-09-08T17:18:58Z,pengendalian hama
JTEhv7JCRF0,@MhmdVikyy,Terimakasih pak jara penyampaiannya sangat bagus,0,2025-09-08T12:20:06Z,pengendalian hama
JTEhv7JCRF0,@wagimanfbs9485,Mantap,0,2025-09-08T03:52:46Z,pengendalian hama
JTEhv7JCRF0,@Aldi-b9c,Kebetulan banget lagi senengnya berkebun sayuran bisa nemuan canal yg memberikan edukasi yng sangat masuk akal,0,2025-09-07T13:33:27Z,pengendalian hama
JTEhv7JCRF0,@AbdielSaragih-nd9gj,Om saya pake kompos bambu tanaman cabe lebih tahan keriting,0,2025-09-07T05:55:01Z,pengendalian hama
JTEhv7JCRF0,@dedekiprott97,pa haji mohon solusinya pa haji daun cabe saya 50 hst menguning pa haji minta solusi kalo dr hama saya cek bersih apa mungkin kekurangan unsur hara pa haji.kalo iya kirakira pake apa supaya sembuh trimksh,0,2025-09-05T12:59:06Z,pengendalian hama
JTEhv7JCRF0,@PeciLanggem,"Terimakasih banyak semoga ilmunya bermanfaat bagi semua petani, semoga sehat selalu 🤲🤲🤲",0,2025-09-04T13:21:52Z,pengendalian hama
JTEhv7JCRF0,@amrilpdg9840,Terima kasih ilmunya pak semoga bermam faat..,0,2025-09-04T11:05:28Z,pengendalian hama
JTEhv7JCRF0,@galawismudin3110,Pak kenapa tidak buat buku.,0,2025-09-03T15:20:50Z,pengendalian hama
JTEhv7JCRF0,@itayanti9739,"terimakasih pak ilmunya,,🙏",0,2025-09-01T13:24:44Z,pengendalian hama
JTEhv7JCRF0,@ALIMUSTAWA-u1s,Pak kalau habis sepray kalsium besoknya apa bisa langsung sepray fungisida pak?,0,2025-09-01T12:07:10Z,pengendalian hama
JTEhv7JCRF0,@harnopati7318,Sehat sehat pak,0,2025-08-31T09:03:07Z,pengendalian hama
JTEhv7JCRF0,@asepsuherman2336,Sangat bagus,0,2025-08-31T08:58:18Z,pengendalian hama
JTEhv7JCRF0,@adekomarudin9466,Bagus banget pa langsung saya sacrreb,0,2025-08-31T08:12:48Z,pengendalian hama
JTEhv7JCRF0,@IbuYayah-n7i,Bagai mana cara mengatasi Patek pada cabe,0,2025-08-28T08:16:37Z,pengendalian hama
JTEhv7JCRF0,@teutons12345,"Apakah bisa insek dicamour fungi spraynya,kyk regent 50sc sama mankozeb atau curacron dgn amistar top atau sebaliknya",0,2025-08-27T13:06:33Z,pengendalian hama
JTEhv7JCRF0,@ismiliahjamil2549,", semoga berkah selalu.amin YRB.semoga.",0,2025-08-25T23:20:21Z,pengendalian hama
JTEhv7JCRF0,@ismiliahjamil2549,"Alhamdulillah,amin YRB, salam hormat buat Bp yg menjelaskan secara jelas & gamblang",0,2025-08-25T23:18:37Z,pengendalian hama
JTEhv7JCRF0,@inanoppo2088,Kalau kriting cabe bisa sembuh tdk,0,2025-08-25T16:14:11Z,pengendalian hama
JTEhv7JCRF0,@OppoBeken-u3s3g,Karna minggu ini saya mau nanam cabai ori 212 pak.,0,2025-08-24T10:23:26Z,pengendalian hama
JTEhv7JCRF0,@OppoBeken-u3s3g,"Saya senang saran bpak kernA saya mau belajar jd petani karna sudah risen kerja dari perusahaan,jd yg mau saya tanyakan pada bapak apakah di setiap penyepraian kita tambahkan sanlaik untuk perekat pd tanam caba tersebut",0,2025-08-24T10:22:08Z,pengendalian hama
